,spread_favorite,over_under_line,favorite_win,favorite_home,fav_elev_change,fav_temp_dif,fav_humidity_diff,fav_wind_diff,fav_rank_diff
7028,-3.5,45.0,False,False,-22.3,2.8450704225352155,-17.762711864406782,-4.014084507042254,18.0
7029,-1.5,40.0,False,True,0.0,0.0,0.0,0.0,-8.0
7030,-3.0,44.0,False,True,0.0,0.0,0.0,0.0,-22.0
7031,-10.0,37.0,True,True,0.0,0.0,0.0,0.0,13.0
7032,-10.0,45.0,True,False,-81.80000000000003,0.6329113924050631,-61.714285714285715,-1.4936708860759491,19.0
7033,-3.0,38.5,True,True,0.0,0.0,0.0,0.0,3.0
7034,-3.0,45.5,False,True,0.0,0.0,0.0,0.0,-3.0
7035,-3.0,38.5,False,False,-189.0,4.985294117647058,-3.3114754098360635,1.647058823529412,19.0
7036,-4.0,42.0,True,True,0.0,0.0,0.0,0.0,-2.0
7037,-5.5,43.5,True,True,0.0,0.0,0.0,0.0,3.0
7038,-7.5,42.0,False,True,0.0,0.0,0.0,0.0,-10.0
7039,-3.0,41.0,True,False,-218.3,13.0,-4.0,9.0,6.0
7040,-6.5,46.0,True,False,3.7,20.246753246753247,14.838235294117643,-3.311688311688311,14.0
7041,-6.5,43.0,True,False,-67.4,9.088607594936713,-75.72463768115942,-9.0,4.0
7042,-2.5,37.5,True,False,-130.0,-5.3164556962025395,-6.98571428571428,2.1518987341772156,4.0
7043,-5.5,45.5,True,True,0.0,0.0,0.0,0.0,2.0
7044,-7.5,39.0,True,True,0.0,0.0,0.0,0.0,25.0
7045,-2.5,38.0,True,False,-1609.4,10.224999999999994,18.9,-3.6,-4.0
7046,-1.0,36.0,True,True,0.0,0.0,0.0,0.0,-14.0
7047,-7.0,39.5,True,True,0.0,0.0,0.0,0.0,3.0
7048,-4.5,47.5,False,True,0.0,0.0,0.0,0.0,13.0
7049,-6.0,39.5,False,False,124.0,0.4933333333333394,-66.83076923076922,-8.28,14.0
7050,-3.5,37.0,False,False,-172.79999999999995,-2.014705882352942,16.688524590163937,0.6470588235294121,16.0
7051,-5.5,51.5,True,False,170.0,-6.0,8.0,11.0,6.0
7052,-13.5,38.5,True,True,0.0,0.0,0.0,0.0,27.0
7053,-3.0,49.0,False,True,0.0,0.0,0.0,0.0,-2.0
7054,-4.5,45.5,True,True,0.0,0.0,0.0,0.0,8.0
7055,-8.5,48.5,True,True,0.0,0.0,0.0,0.0,2.0
7056,-2.0,45.0,True,True,0.0,0.0,0.0,0.0,-1.0
7057,-9.5,36.5,True,True,0.0,0.0,0.0,0.0,15.0
7058,-5.5,43.5,True,True,0.0,0.0,0.0,0.0,7.0
7059,-9.0,35.5,True,True,0.0,0.0,0.0,0.0,5.0
7060,-7.5,47.0,True,True,0.0,0.0,0.0,0.0,2.0
7061,-1.5,37.5,True,True,0.0,0.0,0.0,0.0,15.0
7062,-3.0,44.0,False,False,1447.8,-15.154761904761898,-14.172413793103445,3.904761904761905,14.0
7063,-3.5,42.0,False,False,-176.8,16.263157894736835,14.0,1.052631578947368,21.0
7064,-9.5,43.0,True,True,0.0,0.0,0.0,0.0,12.0
7065,-6.5,37.5,True,False,44.1,-1.6438356164383592,3.7619047619047588,4.1643835616438345,12.0
7066,-9.5,43.0,True,False,262.79999999999995,-3.184210526315788,-1.6617647058823481,-5.842105263157897,21.0
7067,-10.5,43.5,True,True,0.0,0.0,0.0,0.0,20.0
7068,-8.0,43.0,True,True,0.0,0.0,0.0,0.0,7.0
7069,-5.0,46.5,True,True,0.0,0.0,0.0,0.0,14.0
7070,-10.5,41.0,True,False,-123.8,2.4266666666666623,-66.0,-1.4666666666666666,18.0
7071,-2.0,44.5,True,True,0.0,0.0,0.0,0.0,4.0
7072,-1.0,39.5,False,True,0.0,0.0,0.0,0.0,-5.0
7073,-15.5,42.0,True,True,0.0,0.0,0.0,0.0,18.0
7074,-15.0,38.5,True,True,0.0,0.0,0.0,0.0,13.0
7075,-7.0,43.5,True,False,101.49999999999996,-30.154761904761894,-0.17241379310344485,1.904761904761905,18.0
7076,-3.5,44.0,True,False,-44.19999999999999,-12.0,5.0,7.0,3.0
7077,-3.0,41.5,False,False,1586.8,-28.29113924050633,2.828125,-3.6582278481012658,23.0
7078,-5.5,38.0,True,True,0.0,0.0,0.0,0.0,4.0
7079,-5.5,42.0,False,True,0.0,0.0,0.0,0.0,4.0
7080,-9.0,42.5,False,True,0.0,0.0,0.0,0.0,15.0
7081,-6.0,51.0,True,True,0.0,0.0,0.0,0.0,9.0
7082,-11.0,44.0,True,False,-182.7,18.454545454545453,-67.18181818181819,-8.402597402597403,31.0
7083,-3.0,36.5,False,False,6.700000000000001,26.6875,5.712121212121211,0.5749999999999993,-11.0
7084,-6.5,36.5,False,True,0.0,0.0,0.0,0.0,12.0
7085,-3.0,40.5,True,False,-216.1,1.391304347826086,-1.8918918918918948,7.717391304347826,9.0
7086,-3.0,46.0,False,True,0.0,0.0,0.0,0.0,-18.0
7087,-14.0,38.0,True,True,0.0,0.0,0.0,0.0,28.0
7088,-14.0,40.5,False,False,-1.2,4.544303797468352,17.869565217391298,-1.6329113924050631,17.0
7089,-9.5,35.5,False,True,0.0,0.0,0.0,0.0,4.0
7090,-9.0,37.5,True,True,0.0,0.0,0.0,0.0,4.0
7091,-3.0,45.5,True,True,0.0,0.0,0.0,0.0,-11.0
7092,-9.5,42.5,True,True,0.0,0.0,0.0,0.0,3.0
7093,-14.0,48.0,True,True,0.0,0.0,0.0,0.0,5.0
7094,-3.5,46.5,False,True,0.0,0.0,0.0,0.0,-2.0
7095,-3.0,47.5,True,True,0.0,0.0,0.0,0.0,-10.0
7096,-3.5,45.5,True,True,0.0,0.0,0.0,0.0,9.0
7097,-3.5,45.0,False,True,0.0,0.0,0.0,0.0,18.0
7098,-14.5,45.0,True,False,-85.1,0.0,-70.0,0.0,27.0
7099,-6.5,48.0,True,False,0.8000000000000007,14.178571428571429,19.0,4.928571428571429,-9.0
7100,-6.0,46.5,True,True,0.0,0.0,0.0,0.0,12.0
7101,-6.0,34.0,True,False,-0.30000000000000004,7.6875,14.712121212121213,-5.425000000000002,1.0
7102,-8.0,47.0,False,True,0.0,0.0,0.0,0.0,-3.0
7103,-3.0,44.5,True,True,0.0,0.0,0.0,0.0,1.0
7104,-5.0,48.0,True,True,0.0,0.0,0.0,0.0,-1.0
7105,-9.0,41.5,True,False,28.599999999999994,3.1571428571428584,-6.245901639344268,-0.3714285714285719,2.0
7106,-2.0,43.0,False,False,-29.099999999999994,1.2432432432432419,2.184615384615384,-6.0675675675675675,-3.0
7107,-7.0,37.0,False,True,0.0,0.0,0.0,0.0,11.0
7108,-5.5,44.0,True,False,119.49999999999996,-8.549999999999997,7.018867924528308,4.3,22.0
7109,-9.0,38.0,True,False,57.0,-2.455696202531648,-0.13043478260870245,-5.632911392405063,13.0
7110,-3.0,44.5,True,True,0.0,0.0,0.0,0.0,21.0
7111,-16.5,41.5,True,True,0.0,0.0,0.0,0.0,14.0
7112,-1.0,44.5,False,False,0.8999999999999999,7.178082191780825,7.703125,-0.4520547945205475,-4.0
7113,-3.5,40.5,False,True,0.0,0.0,0.0,0.0,-11.0
7114,-13.5,44.5,True,True,0.0,0.0,0.0,0.0,12.0
7115,-3.0,47.0,False,True,0.0,0.0,0.0,0.0,-14.0
7116,-9.5,46.0,True,True,0.0,0.0,0.0,0.0,12.0
7117,-13.5,40.0,True,True,0.0,0.0,0.0,0.0,9.0
7118,-3.5,41.5,True,False,164.6,-22.194444444444446,-10.333333333333329,9.083333333333334,10.0
7119,-3.5,42.0,True,True,0.0,0.0,0.0,0.0,24.0
7120,-10.0,41.0,False,True,0.0,0.0,0.0,0.0,8.0
7121,-4.0,43.5,False,True,0.0,0.0,0.0,0.0,-1.0
7122,-12.0,56.0,True,True,0.0,0.0,0.0,0.0,-8.0
7123,-4.5,48.0,False,True,0.0,0.0,0.0,0.0,-1.0
7124,-9.5,43.5,False,False,-203.6,41.95061728395061,-10.605633802816897,-1.82716049382716,-4.0
7125,-10.0,42.0,True,True,0.0,0.0,0.0,0.0,8.0
7126,-4.0,40.5,False,True,0.0,0.0,0.0,0.0,-9.0
7127,-3.0,50.0,False,True,0.0,0.0,0.0,0.0,7.0
7128,-13.0,51.5,True,True,0.0,0.0,0.0,0.0,-5.0
7129,-9.0,41.0,True,True,0.0,0.0,0.0,0.0,7.0
7130,-7.0,41.5,True,True,0.0,0.0,0.0,0.0,2.0
7131,-8.5,49.5,True,True,0.0,0.0,0.0,0.0,11.0
7132,-3.0,44.5,False,False,146.4,16.163265306122447,-9.189189189189186,1.6734693877551017,15.0
7133,-3.0,44.5,False,True,0.0,0.0,0.0,0.0,-14.0
7134,-10.5,46.5,True,True,0.0,0.0,0.0,0.0,7.0
7135,-3.0,41.5,True,False,1244.5,5.506666666666668,-22.97014925373135,4.52,25.0
7136,-3.0,43.5,True,True,0.0,0.0,0.0,0.0,4.0
7137,-3.5,36.5,False,False,-1551.2,26.986666666666665,19.74242424242424,-2.413333333333334,-8.0
7138,-7.5,41.0,True,True,0.0,0.0,0.0,0.0,18.0
7139,-14.5,51.0,True,False,134.0,-0.0246913580246968,-74.0,-0.061728395061728385,12.0
7140,-1.5,47.0,True,True,0.0,0.0,0.0,0.0,-3.0
7141,-6.5,41.5,False,True,0.0,0.0,0.0,0.0,16.0
7142,-6.5,41.0,False,True,0.0,0.0,0.0,0.0,7.0
7143,-2.5,36.0,False,True,0.0,0.0,0.0,0.0,8.0
7144,-10.0,43.5,True,True,0.0,0.0,0.0,0.0,13.0
7145,-1.5,48.5,True,True,0.0,0.0,0.0,0.0,-1.0
7146,-3.0,48.0,False,False,46.0,-10.766355140186915,-0.3378378378378386,2.0,15.0
7147,-1.0,43.5,False,False,-98.14,4.3297872340425565,3.1379310344827616,-1.24468085106383,3.0
7148,-8.5,46.5,True,True,0.0,0.0,0.0,0.0,18.0
7149,-17.0,47.5,True,True,0.0,0.0,0.0,0.0,19.0
7150,-11.0,39.0,True,False,190.5,-1.8367346938775528,9.810810810810814,7.6734693877551035,27.0
7151,-3.5,42.0,False,True,0.0,0.0,0.0,0.0,-4.0
7152,-10.5,51.0,True,False,-2.2,6.975308641975302,4.0,9.938271604938274,4.0
7153,-9.0,47.0,True,False,-233.2,4.509803921568633,-38.444444444444436,-3.901960784313725,25.0
7154,-8.5,36.0,False,False,-192.1,5.621951219512198,5.958904109589042,-1.2073170731707314,5.0
7155,-11.0,45.0,True,True,0.0,0.0,0.0,0.0,18.0
7156,-11.0,47.0,True,True,0.0,0.0,0.0,0.0,11.0
7157,-11.5,39.5,False,False,-101.8,10.506666666666668,10.02985074626865,1.5199999999999996,29.0
7158,-7.0,46.5,True,True,0.0,0.0,0.0,0.0,2.0
7159,-6.0,42.0,True,True,0.0,0.0,0.0,0.0,-11.0
7160,-3.0,37.5,True,True,0.0,0.0,0.0,0.0,-3.0
7161,-6.0,42.0,True,False,1465.8,-17.05128205128205,-10.513888888888888,3.2692307692307687,18.0
7162,-10.5,41.5,True,True,0.0,0.0,0.0,0.0,6.0
7163,-3.5,47.0,True,False,174.7,-0.7594936708860729,14.05797101449275,-2.49367088607595,15.0
7164,-1.5,44.5,True,False,-179.6,-17.0,0.0,6.0,-2.0
7165,-8.5,41.0,True,True,0.0,0.0,0.0,0.0,-3.0
7166,-3.5,48.0,False,True,0.0,0.0,0.0,0.0,-8.0
7167,-13.5,40.5,True,True,0.0,0.0,0.0,0.0,10.0
7168,-4.5,43.5,False,False,1609.1,3.1780821917808235,-20.296875,-1.4520547945205475,17.0
7169,-11.5,48.0,True,False,-25.40000000000001,32.95061728395062,-72.60563380281691,-10.82716049382716,5.0
7170,-3.0,42.5,True,True,0.0,0.0,0.0,0.0,12.0
7171,-13.5,45.0,True,True,0.0,0.0,0.0,0.0,22.0
7172,-10.0,40.5,True,True,0.0,0.0,0.0,0.0,13.0
7173,-3.5,41.5,True,True,0.0,0.0,0.0,0.0,-7.0
7174,-10.0,47.0,True,True,0.0,0.0,0.0,0.0,7.0
7175,-12.5,46.0,True,True,0.0,0.0,0.0,0.0,12.0
7176,-12.0,39.5,True,True,0.0,0.0,0.0,0.0,12.0
7177,-3.5,38.5,False,False,169.2,-27.04000000000001,4.71641791044776,-2.346666666666666,15.0
7178,-8.0,34.0,True,True,0.0,0.0,0.0,0.0,-1.0
7179,-3.5,42.5,True,False,49.0,11.670454545454547,-82.38461538461539,-3.613636363636364,7.0
7180,-3.0,48.0,True,False,-213.7,0.0,-77.0,0.0,11.0
7181,-2.0,45.5,True,True,0.0,0.0,0.0,0.0,-1.0
7182,-1.5,56.5,True,True,0.0,0.0,0.0,0.0,-16.0
7183,-3.0,49.0,False,False,109.39999999999998,4.883720930232556,-58.33333333333334,-0.7906976744186046,-7.0
7184,-8.0,47.0,True,False,52.0,-37.70786516853933,-8.0,10.775280898876405,-1.0
7185,-1.0,41.5,False,False,90.6,-16.341463414634152,-18.123287671232873,3.914634146341463,8.0
7186,-1.5,45.5,False,False,-161.3,-14.271428571428574,-0.9583333333333286,7.428571428571429,-3.0
7187,-5.0,46.5,False,False,-15.599999999999998,34.346666666666664,17.6271186440678,-2.8666666666666667,7.0
7188,-6.0,39.0,True,False,-1346.3000000000004,2.375,5.08064516129032,1.916666666666666,4.0
7189,-1.5,47.5,False,False,-7.300000000000002,-14.857142857142858,2.5,12.404761904761903,13.0
7190,-15.0,37.0,False,True,0.0,0.0,0.0,0.0,21.0
7191,-13.5,42.5,True,False,92.6,-19.845238095238095,-2.3461538461538467,2.988095238095238,21.0
7192,-13.5,42.0,True,True,0.0,0.0,0.0,0.0,15.0
7193,-9.0,41.0,True,True,0.0,0.0,0.0,0.0,11.0
7194,-3.5,40.0,True,True,0.0,0.0,0.0,0.0,9.0
7195,-4.0,43.5,True,False,300.0,33.41463414634146,-62.35211267605635,-10.951219512195122,6.0
7196,-6.0,47.0,True,True,0.0,0.0,0.0,0.0,3.0
7197,-4.0,43.0,True,True,0.0,0.0,0.0,0.0,-25.0
7198,-10.0,34.5,False,False,-128.7,-12.517647058823528,-7.534246575342465,17.070588235294114,28.0
7199,-6.0,42.5,True,True,0.0,0.0,0.0,0.0,4.0
7200,-14.0,40.0,True,True,0.0,0.0,0.0,0.0,24.0
7201,-3.5,36.5,True,False,3.7,34.8,27.523809523809533,-7.7200000000000015,2.0
7202,-2.5,37.5,True,False,-58.2,10.233766233766232,25.671641791044774,4.896103896103896,4.0
7203,-1.0,42.5,True,False,-0.8999999999999999,3.414634146341463,-8.352112676056336,0.048780487804878085,4.0
7204,-12.5,43.5,True,True,0.0,0.0,0.0,0.0,11.0
7205,-2.5,38.0,True,False,80.89999999999998,8.909090909090908,20.388888888888886,-3.3636363636363638,5.0
7206,-3.5,48.5,False,True,0.0,0.0,0.0,0.0,-4.0
7207,-6.5,43.5,True,True,0.0,0.0,0.0,0.0,22.0
7208,-7.0,45.0,True,True,0.0,0.0,0.0,0.0,9.0
7209,-4.0,42.0,True,False,-31.700000000000014,8.946666666666664,7.265625,1.7599999999999998,-7.0
7210,-14.0,40.5,True,True,0.0,0.0,0.0,0.0,30.0
7211,-10.0,50.0,True,False,295.0,0.29213483146067176,-69.0,-0.2247191011235955,-8.0
7212,-2.0,43.0,False,True,0.0,0.0,0.0,0.0,-18.0
7213,-4.0,45.0,False,False,-372.8,-12.688524590163937,43.43478260869565,3.5737704918032787,10.0
7214,-3.0,43.5,True,False,-221.0,-12.0,-11.0,17.0,24.0
7215,-7.5,53.5,False,True,0.0,0.0,0.0,0.0,-7.0
7216,-7.5,41.0,True,True,0.0,0.0,0.0,0.0,11.0
7217,-4.5,43.0,True,True,0.0,0.0,0.0,0.0,3.0
7218,-6.5,39.0,False,True,0.0,0.0,0.0,0.0,-1.0
7219,-7.0,43.5,True,True,0.0,0.0,0.0,0.0,9.0
7220,-2.5,41.0,True,True,0.0,0.0,0.0,0.0,26.0
7221,-7.0,35.5,False,True,0.0,0.0,0.0,0.0,-10.0
7222,-14.0,43.5,True,False,128.6,3.1428571428571384,-75.5,-1.5952380952380951,16.0
7223,-14.0,47.0,True,False,-191.2,6.311475409836064,-43.56521739130435,-2.4262295081967213,26.0
7224,-11.0,39.0,True,True,0.0,0.0,0.0,0.0,18.0
7225,-7.0,41.0,True,False,153.6,-6.653333333333336,-5.3728813559322015,-6.866666666666667,22.0
7226,-3.0,37.0,False,True,0.0,0.0,0.0,0.0,-1.0
7227,-14.0,37.0,False,True,0.0,0.0,0.0,0.0,-4.0
7228,-9.0,43.0,False,False,-43.90000000000001,-28.116279069767447,7.666666666666664,6.209302325581397,1.0
7229,-3.0,43.5,True,False,57.9,-2.8658536585365866,-8.228571428571428,-3.573170731707316,9.0
7230,-2.0,48.0,False,True,0.0,0.0,0.0,0.0,1.0
7231,-7.0,42.0,True,False,-103.4,-11.271428571428574,10.041666666666671,-3.571428571428571,6.0
7232,-14.0,41.0,True,True,0.0,0.0,0.0,0.0,16.0
7233,-3.0,43.0,True,True,0.0,0.0,0.0,0.0,1.0
7234,-7.0,43.0,True,True,0.0,0.0,0.0,0.0,21.0
7235,-14.0,48.5,False,True,0.0,0.0,0.0,0.0,4.0
7236,-9.0,44.5,True,True,0.0,0.0,0.0,0.0,25.0
7237,-8.5,43.0,False,True,0.0,0.0,0.0,0.0,5.0
7238,-3.0,40.5,False,True,0.0,0.0,0.0,0.0,17.0
7239,-13.5,43.5,True,True,0.0,0.0,0.0,0.0,-3.0
7240,-3.0,37.0,True,True,0.0,0.0,0.0,0.0,-7.0
7241,-13.0,39.5,True,True,0.0,0.0,0.0,0.0,13.0
7242,-8.0,40.0,True,True,0.0,0.0,0.0,0.0,14.0
7243,-16.0,43.5,True,True,0.0,0.0,0.0,0.0,25.0
7244,-2.0,47.0,False,True,0.0,0.0,0.0,0.0,5.0
7245,-8.5,42.0,False,False,-88.10000000000002,-41.11627906976744,19.666666666666664,15.209302325581396,7.0
7246,-8.0,48.0,True,True,0.0,0.0,0.0,0.0,-4.0
7247,-3.0,41.5,True,False,-314.24,-28.0,-18.0,9.0,12.0
7248,-7.0,39.5,True,False,139.6,21.42857142857143,-76.4,-7.0,15.0
7249,-6.0,45.0,True,False,-89.9,2.200000000000003,15.75,1.5999999999999996,17.0
7250,-3.0,39.0,True,True,0.0,0.0,0.0,0.0,10.0
7251,-10.0,39.0,True,False,-45.7,6.0,-1.2000000000000028,-2.0,20.0
7252,-10.0,33.5,True,True,0.0,0.0,0.0,0.0,-4.0
7253,-3.0,46.0,True,False,-357.9,26.9,-18.83333333333333,-0.5,9.0
7254,-3.0,44.0,False,True,0.0,0.0,0.0,0.0,21.0
7255,-4.5,44.5,True,False,-39.0,35.833333333333336,-81.75,-12.333333333333336,12.0
7256,-10.0,38.0,False,True,0.0,0.0,0.0,0.0,4.0
7257,-3.0,47.0,True,True,0.0,0.0,0.0,0.0,-7.0
7258,-2.0,35.0,True,True,0.0,0.0,0.0,0.0,-1.0
7259,-10.0,41.0,True,True,0.0,0.0,0.0,0.0,5.0
7260,-8.0,32.0,True,True,0.0,0.0,0.0,0.0,-21.0
7261,-7.5,47.0,True,True,0.0,0.0,0.0,0.0,-12.0
7262,-2.5,34.5,False,True,0.0,0.0,0.0,0.0,4.0
7263,-3.5,46.0,True,True,0.0,0.0,0.0,0.0,-7.0
7264,-4.0,44.0,False,True,0.0,0.0,0.0,0.0,-1.0
7265,-2.5,48.0,False,False,165.79999999999995,47.8888888888889,-69.33333333333333,-6.4444444444444455,-21.0
7266,-7.0,57.0,True,True,0.0,0.0,0.0,0.0,-13.0
7267,-6.5,44.0,True,True,0.0,0.0,0.0,0.0,-2.0
7268,-2.5,45.0,True,True,0.0,0.0,0.0,0.0,-1.0
7269,-9.0,42.5,False,True,0.0,0.0,0.0,0.0,13.0
7270,-8.5,40.5,True,True,0.0,0.0,0.0,0.0,17.0
7271,-3.5,54.0,True,True,0.0,0.0,0.0,0.0,-6.0
7272,-5.0,49.5,True,True,0.0,0.0,0.0,0.0,7.0
7273,-3.0,40.0,False,False,-103.4,-11.470588235294116,25.02040816326531,-6.102941176470589,21.0
7274,-6.5,40.0,True,True,0.0,0.0,0.0,0.0,15.0
7275,-2.5,37.0,True,True,0.0,0.0,0.0,0.0,1.0
7276,-3.0,39.5,True,False,-233.2,-5.673913043478265,-29.764705882352942,-2.891304347826087,16.0
7277,-1.5,39.5,False,False,46.65999999999997,-7.33802816901408,-2.25,6.366197183098593,8.0
7278,-3.0,48.0,True,False,-206.4,6.08860759493671,-3.7246376811594217,-5.0,2.0
7279,-3.0,37.0,False,False,90.6,-0.4516129032258078,1.4060606060606062,-1.03225806451613,10.0
7280,-5.5,45.0,True,True,0.0,0.0,0.0,0.0,7.0
7281,-3.0,41.5,True,True,0.0,0.0,0.0,0.0,1.0
7282,-1.0,48.0,False,False,-213.7,17.0,-4.0,5.0,8.0
7283,-6.5,45.0,True,True,0.0,0.0,0.0,0.0,7.0
7284,-3.0,39.0,True,False,169.2,-18.854838709677427,7.357142857142861,-2.661290322580646,-1.0
7285,-6.0,41.0,True,True,0.0,0.0,0.0,0.0,-18.0
7286,-4.0,45.5,False,False,119.49999999999996,9.78125,1.0833333333333286,-6.890625,24.0
7287,-1.0,36.5,False,True,0.0,0.0,0.0,0.0,8.0
7288,-6.0,41.0,False,True,0.0,0.0,0.0,0.0,10.0
7289,-3.0,42.5,True,False,46.6,7.8125,-29.0,2.78125,14.0
7290,-6.0,37.0,False,True,0.0,0.0,0.0,0.0,1.0
7291,-7.0,45.0,True,True,0.0,0.0,0.0,0.0,21.0
7292,-3.0,37.5,True,True,0.0,0.0,0.0,0.0,3.0
7293,-3.0,39.5,False,False,-22.3,16.845070422535215,-33.76271186440678,-5.014084507042254,-10.0
7294,-4.0,48.5,True,True,0.0,0.0,0.0,0.0,16.0
7295,-4.0,37.5,False,True,0.0,0.0,0.0,0.0,19.0
7296,-6.5,41.0,True,False,181.0,2.414285714285711,-66.19354838709678,-8.428571428571429,20.0
7297,-3.5,41.0,True,True,0.0,0.0,0.0,0.0,4.0
7298,-7.0,41.5,False,True,0.0,0.0,0.0,0.0,18.0
7299,-3.0,38.0,False,True,0.0,0.0,0.0,0.0,5.0
7300,-3.0,39.5,False,False,146.4,7.0,-15.233333333333334,-4.605263157894737,9.0
7301,-7.0,43.5,True,True,0.0,0.0,0.0,0.0,9.0
7302,-13.0,43.0,True,True,0.0,0.0,0.0,0.0,8.0
7303,-5.0,43.5,True,False,-5.6,0.0,-19.0,1.0,19.0
7304,-14.5,43.0,True,True,0.0,0.0,0.0,0.0,5.0
7305,-3.0,33.0,True,False,-360.9,24.985294117647058,-7.311475409836063,-0.3529411764705879,7.0
7306,-5.0,39.0,False,False,82.0,0.4933333333333394,-66.83076923076922,-8.28,5.0
7307,-4.0,44.0,False,False,-52.40000000000001,-5.21875,-1.5833333333333428,2.109375,26.0
7308,-3.0,43.5,False,True,0.0,0.0,0.0,0.0,-7.0
7309,-3.0,49.5,False,True,0.0,0.0,0.0,0.0,6.0
7310,-13.0,43.0,True,True,0.0,0.0,0.0,0.0,23.0
7311,-5.5,39.0,True,True,0.0,0.0,0.0,0.0,13.0
7312,-3.0,38.0,False,False,262.5,-7.451612903225808,1.0727272727272776,-11.032258064516132,8.0
7313,-3.0,45.0,True,False,3.1,20.41428571428571,0.8064516129032313,-3.428571428571429,14.0
7314,-2.5,47.5,False,True,0.0,0.0,0.0,0.0,-7.0
7315,-6.0,47.0,True,False,1384.1,13.0,-64.0,6.0,21.0
7316,-3.5,37.0,True,False,28.0,-0.6969696969697026,18.396551724137932,0.09090909090909084,-16.0
7317,-12.5,36.5,True,True,0.0,0.0,0.0,0.0,13.0
7318,-2.5,36.0,False,True,0.0,0.0,0.0,0.0,-16.0
7319,-3.0,46.5,False,False,-31.700000000000014,-6.91139240506329,-0.7246376811594217,-3.0,15.0
7320,-2.0,40.0,False,False,49.0,9.033333333333333,-77.33333333333333,-4.0,2.0
7321,-9.5,46.5,True,True,0.0,0.0,0.0,0.0,12.0
7322,-2.5,34.5,False,True,0.0,0.0,0.0,0.0,-5.0
7323,-5.0,43.5,False,True,0.0,0.0,0.0,0.0,16.0
7324,-3.5,44.0,True,False,-11.6,-2.840909090909093,-41.0,-0.3863636363636365,16.0
7325,-3.5,44.0,True,True,0.0,0.0,0.0,0.0,3.0
7326,-6.5,43.5,False,True,0.0,0.0,0.0,0.0,12.0
7327,-7.0,46.0,False,False,-221.0,9.0,-40.0,1.0,20.0
7328,-14.5,46.0,True,True,0.0,0.0,0.0,0.0,22.0
7329,-2.5,37.0,False,False,44.1,-5.643835616438357,0.21351766513056705,2.1643835616438354,4.0
7330,-6.0,37.0,True,False,175.9,-8.3125,4.712121212121211,-10.425,15.0
7331,-7.0,42.5,True,True,0.0,0.0,0.0,0.0,13.0
7332,-12.5,44.0,True,True,0.0,0.0,0.0,0.0,2.0
7333,-1.0,48.0,True,False,-15.599999999999998,24.70886075949367,-9.171875,-10.658227848101266,6.0
7334,-3.0,45.5,False,False,-149.4,21.15714285714286,-24.245901639344268,-10.371428571428572,18.0
7335,-3.0,38.5,False,True,0.0,0.0,0.0,0.0,-9.0
7336,-7.0,44.0,False,False,-143.6,3.450000000000003,0.6774045098941599,-7.7,25.0
7337,-7.5,46.5,True,True,0.0,0.0,0.0,0.0,23.0
7338,-3.0,48.5,False,True,0.0,0.0,0.0,0.0,8.0
7339,-3.0,42.5,True,True,0.0,0.0,0.0,0.0,1.0
7340,-7.0,43.0,False,True,0.0,0.0,0.0,0.0,8.0
7341,-7.0,38.5,False,True,0.0,0.0,0.0,0.0,3.0
7342,-3.0,33.0,False,True,0.0,0.0,0.0,0.0,21.0
7343,-2.5,41.5,False,True,0.0,0.0,0.0,0.0,8.0
7344,-8.0,39.5,True,True,0.0,0.0,0.0,0.0,16.0
7345,-7.0,45.5,False,False,367.2,0.1785714285714306,-60.0,-0.07142857142857142,15.0
7346,-3.0,41.5,True,False,-82.04000000000002,-3.3703703703703667,1.1037868162692916,6.061728395061728,16.0
7347,-4.5,40.0,True,True,0.0,0.0,0.0,0.0,6.0
7348,-14.0,37.5,True,True,0.0,0.0,0.0,0.0,8.0
7349,-3.0,45.0,True,False,-167.1,-2.0,-24.0,7.0,22.0
7350,-5.5,44.0,True,False,-2.2,9.178571428571429,-12.0,8.928571428571429,21.0
7351,-8.5,45.0,False,False,-3.4000000000000057,4.450000000000003,-68.98113207547169,-7.7,28.0
7352,-7.0,41.0,True,True,0.0,0.0,0.0,0.0,9.0
7353,-1.5,43.0,True,True,0.0,0.0,0.0,0.0,-4.0
7354,-1.5,44.0,True,True,0.0,0.0,0.0,0.0,-2.0
7355,-3.0,44.5,True,True,0.0,0.0,0.0,0.0,-2.0
7356,-4.5,46.0,True,True,0.0,0.0,0.0,0.0,15.0
7357,-3.0,44.0,False,True,0.0,0.0,0.0,0.0,9.0
7358,-3.5,43.0,True,False,1609.1,13.6875,-48.28787878787879,-7.425000000000002,24.0
7359,-6.0,38.0,False,True,0.0,0.0,0.0,0.0,6.0
7360,-10.0,45.5,True,True,0.0,0.0,0.0,0.0,10.0
7361,-3.0,43.5,True,False,-176.8,9.263157894736835,13.125,2.052631578947368,11.0
7362,-3.0,42.0,True,True,0.0,0.0,0.0,0.0,-3.0
7363,-6.5,40.5,True,True,0.0,0.0,0.0,0.0,-14.0
7364,-1.5,49.5,False,True,0.0,0.0,0.0,0.0,8.0
7365,-12.5,44.0,False,True,0.0,0.0,0.0,0.0,22.0
7366,-3.0,40.5,True,False,-357.9,26.45454545454545,16.818181818181813,-7.402597402597403,3.0
7367,-9.0,39.0,True,True,0.0,0.0,0.0,0.0,-3.0
7368,-3.0,39.0,True,True,0.0,0.0,0.0,0.0,10.0
